numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1207,864,31.000000,1,3,3,0
150.000000,1,924,1825,30.000000,1,1,1,1
150.000000,1,115,2036,45.000000,1,3,3,1
150.000000,1,421,1292,54.000000,1,1,1,1
150.000000,1,1081,1334,31.000000,1,1,1,1
150.000000,1,736,589,64.000000,1,1,1,0
150.000000,1,342,1457,37.000000,1,3,3,1
150.000000,1,1524,480,33.000000,1,1,1,0
150.000000,1,928,1086,30.000000,1,1,1,1
150.000000,1,638,832,34.000000,1,2,2,1
150.000000,1,576,1891,31.000000,1,3,3,1
150.000000,1,1171,1156,28.000000,1,1,1,0
150.000000,1,632,1089,40.000000,1,1,1,1
150.000000,1,425,1023,31.000000,1,3,3,1
150.000000,1,1102,832,30.000000,1,1,1,0
150.000000,1,459,1085,46.000000,1,2,2,1
150.000000,1,872,704,31.000000,1,1,1,0
150.000000,1,878,2264,64.000000,1,3,3,1
150.000000,1,736,1439,28.000000,1,1,1,1
150.000000,1,574,1118,24.000000,1,1,1,1
150.000000,1,884,1012,32.000000,1,1,1,1
125.000000,2,426,4081,31.000000,1,1,1,1
150.000000,1,561,1864,65.000000,1,3,3,1
150.000000,1,579,1044,32.000000,1,1,1,1
150.000000,1,981,1677,39.000000,1,3,3,1
150.000000,1,919,895,42.000000,1,2,2,0
150.000000,1,421,1363,34.000000,1,1,1,1
150.000000,1,597,1279,58.000000,1,1,1,1
150.000000,1,859,1880,31.000000,1,1,1,1
105.000000,2,526,3972,34.000000,1,3,3,1
150.000000,1,942,1754,33.000000,1,1,1,1
150.000000,1,439,1891,29.000000,1,1,1,1
150.000000,1,386,904,53.000000,1,3,3,1
150.000000,1,569,1932,30.000000,1,3,3,1
150.000000,1,795,1139,56.000000,1,1,1,1
150.000000,1,499,1580,33.000000,1,3,3,1
150.000000,1,630,1979,31.000000,1,3,3,1
150.000000,1,655,921,29.000000,1,1,1,1
150.000000,1,517,1003,63.000000,1,1,1,1
150.000000,1,425,1278,42.000000,1,1,1,1
150.000000,1,1272,487,25.000000,1,1,1,0
120.000000,2,3522,889,64.000000,1,1,1,0
150.000000,1,192,2344,73.000000,1,1,1,1
150.000000,1,531,1309,51.000000,1,1,1,1
150.000000,1,524,1716,51.000000,1,3,3,1
150.000000,1,1128,763,39.000000,1,1,1,0
150.000000,1,1203,590,56.000000,1,1,1,0
150.000000,1,592,1133,54.000000,1,1,1,1
150.000000,1,715,893,30.000000,1,3,3,1
150.000000,1,220,2206,49.000000,1,2,2,1
150.000000,1,891,1967,54.000000,1,1,1,1
141.000000,2,668,2795,54.000000,0,1,-1,1
116.000000,2,2631,1235,62.000000,1,2,2,0
150.000000,1,657,2276,61.000000,1,3,3,1
150.000000,1,984,1436,42.000000,0,1,-1,1
150.000000,1,660,1520,27.000000,1,1,1,1
150.000000,1,208,1662,24.000000,1,1,1,1
150.000000,1,631,1928,28.000000,1,1,1,1
150.000000,1,655,882,24.000000,1,1,1,1
150.000000,1,587,1943,49.000000,1,2,2,1
150.000000,1,918,1502,30.000000,1,3,3,1
150.000000,1,720,1227,27.000000,1,1,1,1
150.000000,1,596,1031,44.000000,1,2,2,1
150.000000,1,498,1517,25.000000,1,1,1,1
150.000000,1,532,1480,44.000000,1,1,1,1
150.000000,1,342,1907,33.000000,1,1,1,1
150.000000,1,352,1884,34.000000,1,2,2,1
