numberOfTurns,winType,player_0,player_1,unitLossTurn,unitLostPlayer,unitLostType,combinedStat,winner
150.000000,1,1300,1800,23.000000,1,1,1,1
150.000000,1,1447,1652,67.000000,1,3,3,1
150.000000,1,1294,1936,64.000000,1,1,1,1
150.000000,1,1084,1790,32.000000,0,1,-1,1
150.000000,1,1068,2332,40.000000,0,1,-1,1
150.000000,1,1068,2863,24.000000,0,1,-1,1
150.000000,1,1074,2858,54.000000,1,1,1,1
150.000000,1,1071,2163,48.000000,0,1,-1,1
150.000000,1,1068,2872,32.000000,0,1,-1,1
150.000000,1,1178,1910,68.000000,1,2,2,1
150.000000,1,1123,1674,83.000000,1,3,3,1
150.000000,1,1071,2028,40.000000,0,1,-1,1
150.000000,1,1182,1802,42.000000,1,3,3,1
150.000000,1,1078,2037,82.000000,1,1,1,1
150.000000,1,1159,1992,103.000000,1,1,1,1
150.000000,1,1116,2097,55.000000,1,3,3,1
150.000000,1,1092,2123,95.000000,1,1,1,1
150.000000,1,1068,2354,32.000000,0,1,-1,1
150.000000,1,1068,2317,40.000000,1,1,1,1
150.000000,1,1079,1989,40.000000,0,1,-1,1
150.000000,1,1095,2710,55.000000,1,1,1,1
150.000000,1,1162,2044,67.000000,1,3,3,1
150.000000,1,1082,2745,40.000000,0,1,-1,1
150.000000,1,1093,1757,74.000000,1,1,1,1
150.000000,1,1138,2008,55.000000,1,1,1,1
150.000000,1,1069,2008,32.000000,0,1,-1,1
150.000000,1,1288,1917,60.000000,0,1,-1,1
150.000000,1,1068,2140,48.000000,0,1,-1,1
150.000000,1,1282,2099,40.000000,0,1,-1,1
150.000000,1,1095,1957,83.000000,1,3,3,1
150.000000,1,1096,2856,38.000000,1,3,3,1
150.000000,1,1140,1935,28.000000,0,1,-1,1
150.000000,1,1072,1945,32.000000,0,1,-1,1
150.000000,1,1094,2670,47.000000,1,1,1,1
150.000000,1,1066,2234,32.000000,0,1,-1,1
150.000000,1,1068,2040,56.000000,0,1,-1,1
150.000000,1,1082,1992,89.000000,1,1,1,1
150.000000,1,1068,2215,28.000000,0,1,-1,1
150.000000,1,1130,1944,64.000000,1,1,1,1
150.000000,1,1186,1866,59.000000,1,1,1,1
150.000000,1,1155,2041,35.000000,1,1,1,1
150.000000,1,1088,1882,40.000000,0,1,-1,1
150.000000,1,1068,2132,31.000000,1,1,1,1
150.000000,1,1172,2025,86.000000,1,3,3,1
150.000000,1,1068,2168,36.000000,0,1,-1,1
150.000000,1,1068,2155,36.000000,0,1,-1,1
150.000000,1,1092,2024,95.000000,1,2,2,1
150.000000,1,1068,2889,71.000000,1,1,1,1
150.000000,1,1068,2153,32.000000,0,1,-1,1
150.000000,1,1300,1857,47.000000,1,1,1,1
150.000000,1,1096,2353,83.000000,1,3,3,1
150.000000,1,1092,2027,45.000000,1,3,3,1
150.000000,1,1298,2044,45.000000,1,1,1,1
150.000000,1,1075,2265,40.000000,0,1,-1,1
150.000000,1,1100,1853,79.000000,1,1,1,1
150.000000,1,1568,1631,39.000000,1,1,1,1
150.000000,1,1074,2291,44.000000,0,1,-1,1
150.000000,1,1131,1955,44.000000,0,1,-1,1
150.000000,1,1087,2154,111.000000,1,1,1,1
150.000000,1,1094,1900,33.000000,1,1,1,1
150.000000,1,1291,2011,75.000000,1,2,2,1
150.000000,1,1072,2134,40.000000,0,1,-1,1
150.000000,1,1068,2287,56.000000,0,1,-1,1
150.000000,1,1296,1765,59.000000,1,1,1,1
150.000000,1,1068,2353,48.000000,0,1,-1,1
150.000000,1,1102,1804,46.000000,1,1,1,1
150.000000,1,1068,2339,74.000000,1,1,1,1
150.000000,1,1069,2671,78.000000,1,1,1,1
150.000000,1,1093,2093,69.000000,1,1,1,1
150.000000,1,1174,1899,75.000000,1,1,1,1
150.000000,1,1152,1799,65.000000,1,2,2,1
150.000000,1,1074,2316,40.000000,0,1,-1,1
150.000000,1,1196,1738,54.000000,1,3,3,1
150.000000,1,1300,1875,54.000000,1,3,3,1
150.000000,1,1195,1853,67.000000,1,3,3,1
150.000000,1,1224,1656,39.000000,1,1,1,1
150.000000,1,1108,2133,63.000000,1,1,1,1
150.000000,1,1090,1936,48.000000,1,1,1,1
150.000000,1,1188,1728,74.000000,1,1,1,1
150.000000,1,1098,1854,34.000000,1,1,1,1
150.000000,1,1068,2172,32.000000,0,1,-1,1
150.000000,1,1092,1865,38.000000,1,3,3,1
150.000000,1,1156,2034,47.000000,1,1,1,1
150.000000,1,1074,2118,32.000000,0,1,-1,1
150.000000,1,1081,2254,36.000000,0,1,-1,1
150.000000,1,1068,2739,111.000000,0,1,-1,1
150.000000,1,1086,1978,67.000000,1,2,2,1
150.000000,1,1086,2185,69.000000,1,1,1,1
150.000000,1,1078,2363,67.000000,1,1,1,1
150.000000,1,1079,2257,40.000000,0,1,-1,1
150.000000,1,1068,2347,28.000000,0,1,-1,1
150.000000,1,1068,2860,44.000000,0,1,-1,1
150.000000,1,1166,2082,26.000000,1,1,1,1
150.000000,1,1068,2690,36.000000,0,1,-1,1
150.000000,1,1163,1835,40.000000,0,1,-1,1
150.000000,1,1295,1982,55.000000,1,1,1,1
150.000000,1,1085,2300,60.000000,1,1,1,1
150.000000,1,1094,2128,45.000000,1,1,1,1
150.000000,1,1082,1875,28.000000,0,1,-1,1
150.000000,1,1068,2745,28.000000,0,1,-1,1
150.000000,1,1068,2349,28.000000,0,1,-1,1
150.000000,1,1113,2153,40.000000,0,1,-1,1
150.000000,1,1083,2307,47.000000,1,1,1,1
150.000000,1,1068,2878,64.000000,0,1,-1,1
150.000000,1,1068,2884,24.000000,0,1,-1,1
150.000000,1,1060,2763,79.000000,0,1,-1,1
150.000000,1,1078,2705,32.000000,0,1,-1,1
150.000000,1,1084,2017,28.000000,0,1,-1,1
150.000000,1,1128,2002,47.000000,1,3,3,1
150.000000,1,1072,2148,39.000000,1,1,1,1
150.000000,1,1067,2604,32.000000,0,1,-1,1
150.000000,1,1071,2876,36.000000,0,1,-1,1
150.000000,1,1069,2753,40.000000,0,1,-1,1
150.000000,1,1162,2027,48.000000,1,1,1,1
150.000000,1,1192,2063,45.000000,1,2,2,1
150.000000,1,1089,1936,51.000000,1,1,1,1
150.000000,1,1099,2014,83.000000,1,3,3,1
150.000000,1,1291,2623,81.000000,1,1,1,1
150.000000,1,1098,2072,107.000000,1,1,1,1
150.000000,1,1104,1955,52.000000,0,1,-1,1
150.000000,1,1068,2686,32.000000,0,1,-1,1
150.000000,1,1178,1996,53.000000,1,1,1,1
150.000000,1,1083,2150,40.000000,0,1,-1,1
150.000000,1,1299,1933,55.000000,1,2,2,1
150.000000,1,1077,2224,28.000000,0,1,-1,1
150.000000,1,1140,1723,49.000000,1,1,1,1
150.000000,1,1077,2016,46.000000,1,1,1,1
150.000000,1,1068,2148,32.000000,0,1,-1,1
150.000000,1,1112,2112,79.000000,1,1,1,1
150.000000,1,1068,2724,20.000000,0,1,-1,1
150.000000,1,1078,2871,24.000000,0,1,-1,1
150.000000,1,1075,1941,38.000000,1,1,1,1
150.000000,1,1171,2132,81.000000,1,1,1,1
150.000000,1,1060,2874,79.000000,0,1,-1,1
150.000000,1,1068,2350,40.000000,0,1,-1,1
150.000000,1,1089,2557,29.000000,1,1,1,1
150.000000,1,1099,1954,53.000000,1,1,1,1
150.000000,1,1081,2234,40.000000,0,1,-1,1
150.000000,1,1089,2080,50.000000,1,3,3,1
150.000000,1,1300,1839,63.000000,1,3,3,1
150.000000,1,1067,2884,36.000000,0,1,-1,1
150.000000,1,1068,2164,53.000000,1,1,1,1
150.000000,1,1068,2875,32.000000,0,1,-1,1
